Date,Score,Comment,Store,Year
12/19/2022 11:01:37,9 - Ótimo,,Moema,2022
12/19/2022 11:02:48,10 - Excelente!,,Santo Amaro,2022
12/19/2022 11:03:44,9 - Ótimo,"1. A Monique q efetua os procedimentos é excelente
2. A seção de efetuação de pgto junto à sala de espera poderia ser numa área privativa. É constrangedor ouvir os tratamentos personalizados e as condições ou disponibilidade de pgto por parte das clientes.",Lapa,2022
12/19/2022 11:06:31,10 - Excelente!,Excelente atendimento ,Tatuapé,2022
12/19/2022 11:12:12,10 - Excelente!,Amando o resultado!!,Sorocaba,2022
12/19/2022 11:12:26,10 - Excelente!,,Ipiranga,2022
12/19/2022 11:17:54,10 - Excelente!,,Barra da Tijuca,2022
12/19/2022 11:20:26,10 - Excelente!,,Copacabana,2022
12/19/2022 11:32:21,10 - Excelente!,"Por enquanto não ,tudo ótimo!


 ",Copacabana,2022
12/19/2022 11:32:42,9 - Ótimo,,Paulista,2022
12/19/2022 11:34:26,10 - Excelente!,"
",Copacabana,2022
12/19/2022 11:34:57,10 - Excelente!,,Ipiranga,2022
12/19/2022 11:39:04,1 - Péssimo!,Quando vender os pacotes tem que ter horário  disponível com os horários dos clientes.,Santo Amaro,2022
12/19/2022 11:45:15,9 - Ótimo,Para tomarei cuidado pra não queima seu cliente ,Tatuapé,2022
12/19/2022 11:45:32,10 - Excelente!,,Tijuca,2022
12/19/2022 11:51:22,9 - Ótimo,Continue assim com ótimo atendimento e tratamentos incríveis ,Campinas,2022
12/19/2022 11:57:17,10 - Excelente!,Abrir uma filial em Praia Grande ,Santos,2022
12/19/2022 12:02:42,10 - Excelente!,Por enquanto não tenho nenhuma crítica.,Ribeirão Preto,2022
12/19/2022 12:23:13,8 - Bom,Não ,Campinas,2022
12/19/2022 12:30:06,10 - Excelente!,Nenhuma crítica só elogio a todos,Campinas,2022
12/19/2022 12:31:22,10 - Excelente!,,Copacabana,2022
12/19/2022 12:34:53,10 - Excelente!,,Ribeirão Preto,2022
12/19/2022 12:48:14,7 - Regular,,Ipiranga,2022
12/19/2022 13:10:41,10 - Excelente!,Amanda Santos profissional incrível e talentosa ,Tatuapé,2022
12/19/2022 13:13:15,10 - Excelente!,,Lapa,2022
12/19/2022 13:15:50,10 - Excelente!,Não ,Itaim,2022
12/19/2022 13:23:42,9 - Ótimo,,Paulista,2022
12/19/2022 13:31:16,6 - Médio,"Na hora da avaliação e do fechamento do pagamento não tem necessidade de ficar ofendendo a cliente. Eu fui para fazer botox e queriam me empurrar preenchimento de olheira, sendo que eu já tinha preenchido que queria apenas botox. Entendo que precisam oferecer mas não precisa ficar falando mal da pessoa. No pagamento a atendente começou a falar que minha pele é ressecada, me questionando se hidrato ou não. Eu poderia muito bem ter falado das lentes de dente que ela tem apenas na parte de cima da boca ou das diversas manchas que ela tem na pele. Mas tenho bom senso e mantive minha educação. Isso que falta, um pouco de bom senso. Porque se a pessoa tem problemas de autoestima já sai de lá desnorteada.",Tucuruvi,2022
12/19/2022 13:47:15,9 - Ótimo,Nao,Tucuruvi,2022
12/19/2022 13:55:17,10 - Excelente!,,Ipiranga,2022
12/19/2022 14:31:45,10 - Excelente!,Devia ser um preço para alguns procedimentos um preço mais acessível ,Ipiranga,2022
12/19/2022 14:39:20,10 - Excelente!,Atendimento individual para fecharmos os pacotes para tratamento ,Sorocaba,2022
12/19/2022 15:32:15,10 - Excelente!,Depilação ,Lapa,2022
12/19/2022 15:32:40,9 - Ótimo,,Paulista,2022
12/19/2022 16:29:57,9 - Ótimo,Tempo em espera ,Lapa,2022
12/19/2022 17:01:45,8 - Bom,"Toda vez que marquei algum procedimento na Prócorpo fui muito bem atendida, tanto no WhatsApp,  na recepção e pelos (as) profissionais. Muito bom. ",Santo Amaro,2022
12/19/2022 17:08:14,9 - Ótimo,,Tatuapé,2022
12/19/2022 17:18:53,10 - Excelente!,,Sorocaba,2022
12/19/2022 17:22:43,10 - Excelente!,,Tatuapé,2022
12/19/2022 17:36:41,10 - Excelente!,,Tatuapé,2022
12/19/2022 17:42:59,10 - Excelente!,Nao,Londrina,2022
12/19/2022 18:13:48,10 - Excelente!,Só gratidão ❤️❤️,Santos,2022
12/19/2022 19:28:31,8 - Bom,"Houve  muita demora no atendimento. Percebi que foram agendados mais paciente do que deveriam para o horário. A profissional que fez o procedimento é excelente, mas estava bem sobrecarregada. ",Tatuapé,2022
12/19/2022 19:38:29,10 - Excelente!,,Barra da Tijuca,2022
12/19/2022 20:56:41,8 - Bom,"Fiquei chocada quando vi uma Promoção do Sculptra por $1.600,00 por Sessão, sendo q/ eu paguei $1.900,00. Nas 3 Sessões q/ comprei, Paguei $900,00 reais a mais. Assim não se pode confiar, certo é Terem 1 Só Preço ao invés de ganhar em cima de um cliente e dar desconto a outro.",Copacabana,2022
12/19/2022 21:24:09,10 - Excelente!,,Tatuapé,2022
12/19/2022 22:13:37,9 - Ótimo,,Paulista,2022
12/20/2022 7:35:22,10 - Excelente!,"Apenas, uma opinião pessoal.  A finalização do contrato do cliente deveria ser feita a sós, com o profissional, pagamento  às parcela, como pagar  é  muito pessoal. E sua abordagem neste sentido fica junto com os clientes na sala de espera. As vezes pode ser meio constrangedor. Obrigada ",Lapa,2022
12/20/2022 12:17:50,9 - Ótimo,,Sorocaba,2022
12/21/2022 5:40:04,10 - Excelente!,,Lapa,2022
12/21/2022 10:24:42,10 - Excelente!,,Lapa,2022
12/21/2022 10:28:56,10 - Excelente!,,Londrina,2022
12/21/2022 15:49:53,8 - Bom,"O atendimento das meninas na unidade é bom e da médica que aplica o Botox excelente, mas o financeiro é péssimo!!! Tenho vontade de não voltar só pelo nervoso que eu passo toda vez ",Lapa,2022
12/21/2022 19:57:58,10 - Excelente!,Sempre muito bem atendida pela Lays. Sempre me deixa por dentro das novidades ,Moema,2022
12/21/2022 20:00:17,10 - Excelente!,Sou atendida pela Mau é amo o atendimento dela ,Moema,2022
12/21/2022 20:32:09,10 - Excelente!,Não ,Lapa,2022
12/22/2022 17:57:18,10 - Excelente!,Excelente atendimento.,Moema,2022
12/23/2022 6:23:04,3 - Ruim,"Na verdade gostaria de realizar uma manifestação
No dia de meu comparecimento à clínica realizei a contratação de um dos serviços o qual eu estava interessada
No entanto, estou absurdamente insatisfeita com o resultado alcançado e fui atrás de tratamento médico para reversão do mesmo.

Compareci à clínica e realizei a aplicação de toxina botulínica
Durante o atendimento , mencionei as regiões especificas em quem desejaria realizar a aplicação  - deixando bem claro que em atendimento anterior (em outro local) não havia ficado satisfeita com resultado da aplicação em algumas regiões indicadas tanto pela profissional responsável pela venda como pela médica que iria realizar a aplicação (Dra.Paula)
No entanto, ambas insistiram no bom resultado que eu iria obter com a aplicação da forma como seria feita - creio que com o objetivo de aumentar a quantidade de produto a ser utilizada, e consequentemente aumentando também o valor da venda (tendo sido vendido um plano Power+Light)
A aplicação foi feita como sugerida (considerando, conjuntamente à região por mim solicitada, também a região dos olhos)
O resultado ficou horrível
HORRÍVEL
Me senti extremamente constrangida com os efeitos logo iniciais, e fui atrás de tratamento médico para reversão do resultado
Me foi indicado o uso de Biprofenid, de 150mg, por 12 em 12 horas, durante 5 dias.

Fiz o uso do medicamento para reversão.
Sou uma cliente de muitos anos e sempre gostei muito da procorpo, tendo realizado já vários procedimentos ao longo de anos
Assim, desejo agora que o tratamento seja reiniciado e o produto seja reaplicado somente nas regiões solicitadas (testa, levantamento de olhar, glabela, sorriso gengival e maxilar)
E o reembolso do valor pago pelo produto excedente (light)",Paulista,2022
12/23/2022 7:12:19,10 - Excelente!,,Campinas,2022
12/23/2022 10:55:34,3 - Ruim,Sem resultado,Belo Horizonte,2022
12/26/2022 7:02:30,10 - Excelente!,Até este momento sem críticas ou sugestões ,Sorocaba,2022
12/26/2022 9:13:05,10 - Excelente!,Clínica excelente e atendimento maravilhoso,Tatuapé,2022
12/26/2022 9:14:11,10 - Excelente!,,Santos,2022
12/26/2022 9:14:41,10 - Excelente!,,Barra da Tijuca,2022
12/26/2022 9:14:59,10 - Excelente!,Nem uma,Sorocaba,2022
12/26/2022 9:16:25,10 - Excelente!,Incluir ultrassom na cicatrizacao,Santos,2022
12/26/2022 9:19:04,5 - Abaixo do esperado,,Paulista,2022
12/26/2022 9:19:22,10 - Excelente!,,Campinas,2022
12/26/2022 9:19:30,10 - Excelente!,,Ribeirão Preto,2022
12/26/2022 9:21:12,10 - Excelente!,,Tijuca,2022
12/26/2022 9:22:25,10 - Excelente!,,Tatuapé,2022
12/26/2022 9:22:56,9 - Ótimo,Mas unidades na promoção do botox,Santo Amaro,2022
12/26/2022 9:23:00,10 - Excelente!,Funcionário que fica reclamando da colegas fica uma situação chata. Tem q ser discreto e não na frente de clientes.,Tatuapé,2022
12/26/2022 9:23:24,9 - Ótimo,,Ribeirão Preto,2022
12/26/2022 9:24:00,10 - Excelente!,Nao,Sorocaba,2022
12/26/2022 9:24:06,9 - Ótimo,,Tatuapé,2022
12/26/2022 9:24:19,8 - Bom,,Campinas,2022
12/26/2022 9:24:58,9 - Ótimo,"Demora no atendimento, 1 hora de atraso ",Paulista,2022
12/26/2022 9:27:24,10 - Excelente!,,Paulista,2022
12/26/2022 9:27:28,10 - Excelente!,,Londrina,2022
12/26/2022 9:27:28,9 - Ótimo,,Tatuapé,2022
12/26/2022 9:27:40,6 - Médio,"Fui atendida pela Kelly, que me explicou detalhadamente o meu procedimento. Decidi fazer, e no momento da execucao do procedimento, a Kelly nao acompanhou e a profissional que realizou o procedimento fez tudo do jeito que ela achou melhor, nao seguiu nada do que a Kelly me imformou. Senti muita dor e fiquei com hematomas. O procedimento nao me agradou, nao ficou como eu esperava e acho que nem vai ficar.",Ipiranga,2022
12/26/2022 9:28:13,10 - Excelente!,"Sempre sou bem atendida!! Mas confesso que a Dra Bruna superou minha expectativa,  ( pena ela não continuar a trabalhar na clínica).",Tijuca,2022
12/26/2022 9:28:44,9 - Ótimo,Adorei o atendimento ,Santos,2022
12/26/2022 9:28:54,1 - Péssimo!,"Foi péssimo, marquei para 18h30 e fui atendida ás 19h10. A moça que me atendeu totalmente desatenta. Além disso, no final  me informou que o alta frequência estava quebrado, mas que passaria uma máscara calmante que não acalmou nada.  Não tirou a máscara direito e fui embora com o rosto todo marcado e com resto de máscara. ",Tucuruvi,2022
12/26/2022 9:29:54,10 - Excelente!,,Lapa,2022
12/26/2022 9:31:21,9 - Ótimo,Menos pressão na hora da venda kkk,Tijuca,2022
12/26/2022 9:31:45,10 - Excelente!,,Paulista,2022
12/26/2022 9:31:49,9 - Ótimo,"Só acho que deveria deixar a gente pensar um pouquinho antes de fechar o contrato, as vezes por insistência agimos na emoção e não pensamos direito, e um passo que requer cuidado, acho que isso tem que mudar, como foi comigo falei deixa eu pensar um pouco volto amanhã, mais vcs falam a promoção é só hoje, amanhã o preço muda, acabamos agindo no calor da emoção. ",Lapa,2022
12/26/2022 9:32:22,1 - Péssimo!,Horas esperando e nao tinha o produto. Nao consegui fazer o procedimento. ,Tijuca,2022
12/26/2022 9:32:33,10 - Excelente!,"Tudo muito bom. Atendimento excelente, equipe qualificada, pessoal atencioso. Parabéns Pró Corpo. ",Moema,2022
12/26/2022 9:32:37,10 - Excelente!,,Tatuapé,2022
12/26/2022 9:35:04,10 - Excelente!,"Ótimo atendimento, ótimo serviço ",Paulista,2022
12/26/2022 9:37:58,5 - Abaixo do esperado,"Gostaria de fazer uma reclamação pessoalmente, pq além do tratamento estético ter ficava aquém do que eu esperava, ainda fui tratada com desrespeito e desdém.",Tatuapé,2022
12/26/2022 9:38:51,10 - Excelente!,Nada,Sorocaba,2022
12/26/2022 9:38:54,9 - Ótimo,,Itaim,2022
12/26/2022 9:40:55,9 - Ótimo,,Tatuapé,2022
12/26/2022 9:42:03,10 - Excelente!,Satisfeita,Barra da Tijuca,2022
12/26/2022 9:42:52,9 - Ótimo,,Paulista,2022
12/26/2022 9:43:02,10 - Excelente!,Tudo ótimo,Itaim,2022
12/26/2022 9:43:18,10 - Excelente!,"Até  o momento  estou satisfeita, esperando  resultado  do tratamento. ",Moema,2022
12/26/2022 9:43:41,10 - Excelente!,,Santos,2022
12/26/2022 9:48:04,9 - Ótimo,,Campinas,2022
12/26/2022 9:49:04,10 - Excelente!,,Barra da Tijuca,2022
12/26/2022 9:49:12,10 - Excelente!,,Itaim,2022
12/26/2022 9:50:39,9 - Ótimo,Não ,Santos,2022
12/26/2022 9:50:44,8 - Bom,"fui bem atendida porem, fiz uma limpeza de pele, mas ainda fiquei com muitos cravos",Londrina,2022
12/26/2022 9:51:50,10 - Excelente!,,Tucuruvi,2022
12/26/2022 9:52:03,2 - Muito ruim,"Na hora de cobrar o valor e modo de pagamento foram muito profissionais, pontuais e atenciosos mas na hora de fazer o procedimento não cumpriram o horário marcado, a profissional não soube tirar todas as minhas dúvidas sobre o procedimento e eu esperava uma avaliação e explicação melhor e mais adequada sobre o procedimento que iria ser feito. Saí da clínica insatisfeita, com dúvidas e insegura com o resultado. Acolheram melhor meu cartão de crédito do que a mim. Não foi um bom atendimento não. ",Tatuapé,2022
12/26/2022 9:54:05,9 - Ótimo,observar mais os horários ,Moema,2022
12/26/2022 9:57:44,6 - Médio,"O atendimento da pro corpo deveria ser igual em todas as unidades, comparando Santo Amaro a Moema, outra unidade que já fiz procedimentos, Santo Amaro é inferior, falta de simpatia na recepção e não confirmam com os cliente ( pelo menos meu caso), o procedimento que será realizado um dia antes, sou eu obrigada a olhar a minha agenda encima da hora e ver, caso contrário se não faço isso eu perco o procedimento, falta de competência da administração e das funcionárias do local que passam o dia inteiro no computador e não são capazes de confirmar o meu procedimento agendado, alegando elas por falta de tempo, porém como relatei eu nunca tive esse problema em Moema e em outra qualquer empresa onde faço outros procedimentos ( Onodera e estética 360) sendo obrigação da pro corpo e não minha obrigação verificar o dia do meu tratamento agendado um mês antes . Tem muito que melhorar, e foi três meses consecutivos que ocorreu isso.  ",Santo Amaro,2022
12/26/2022 9:58:30,4 - Muito abaixo do esperado,"No dia 23/12/2022 (sexta-feira) realizei a quinta sessão de remoção da minha tatuagem.

Eu sempre ligo nas unidades da Pró-Corpo para localizar a máquina de remoção e desta vez ela estava na Pró-Corpo da unidade de Santo Amaro.

Fui até o local para realizar o procedimento e a maquininha apenas emitia luzes na minha tatuagem, sem causar dor, ardência ou as demais reações que sempre tive.

Comentei com a colaboradora Jéssica, que realizou o procedimento, e ela respondeu que era normal os clientes começarem a não sentir mais nenhuma reação.

Contudo, tenho amigas que removeram as suas tatuagens, e narram sentir dor e ter as reações do procedimento até a última sessão, pois enquanto houver pigmentos pretos, o laser da máquina dissolve as micropartículas de tinta, causando a dor/ardência.

Os traços pretos da minha tatuagem continuaram iguais e a minha pele continua idêntica, não ficou sequer ""rosada"" pelo procedimento do laser.

Das vezes anteriores (em outras unidades), a potência da máquina era mais forte, a tatuagem de fato ficava mais clara, a remoção doía, a pele ficava vermelha, depois queimava, formava casquinhas e na sequência cicatrizava.

Na unidade da avenida Santo Amaro, a máquina apenas emitiu luzes... e não modificou em nada a minha tatuagem.

Sendo assim, solicito o cancelamento do registro dessa quinta sessão, para que eu a realize novamente, em outra unidade, pois não quero retornar na unidade de Santo Amaro.

Antes do procedimento, eu sempre tiro fotos da tatuagem, e durante a remoção eu sempre filmo o procedimento para postar em minhas redes sociais, então, se desejarem, posso lhe enviar as fotos e vídeos que comprovam que absolutamente nada mudou no último procedimento.

Me orientaram a denunciar a Pró-corpo, realizar registros no Reclame Aqui, acionar meu advogado, etc., mas antes prefiro conversar com vocês para compartilhar o ocorrido e buscarmos uma solução.

O meu nome é Gisselle, WhatsApp (11) 99717-1343, e gostaria que me retornassem o quanto antes, para resolvermos esta questão.

Muito obrigada.",Santo Amaro,2022
12/26/2022 9:58:34,10 - Excelente!,,Copacabana,2022
12/26/2022 10:01:59,10 - Excelente!,Excelente atendimento,Paulista,2022
12/26/2022 10:02:25,7 - Regular,Que a empresa procure ter uma equipe totalmente comprometida e que goste verdadeiramente do que faz.,Copacabana,2022
12/26/2022 10:02:41,8 - Bom,,Belo Horizonte,2022
12/26/2022 10:04:03,10 - Excelente!,,Campinas,2022
12/26/2022 10:05:26,10 - Excelente!,,Londrina,2022
12/26/2022 10:05:37,10 - Excelente!,,Belo Horizonte,2022
12/26/2022 10:06:55,5 - Abaixo do esperado,Falta de organização no agendamento de procedimentos conjugados ,Copacabana,2022
12/26/2022 10:07:13,10 - Excelente!,,Santos,2022
12/26/2022 10:09:07,8 - Bom,"Estacionamento ruim

",Sorocaba,2022
12/26/2022 10:11:50,10 - Excelente!,,Londrina,2022
12/26/2022 10:12:13,10 - Excelente!,"Achei tudo muito bom. A simpatia das atendentes, das profissionais, a clareza das informações, a praticidade, toda experiência muito boa. ",Barra da Tijuca,2022
12/26/2022 10:13:23,10 - Excelente!,,Moema,2022
12/26/2022 10:16:17,10 - Excelente!,-,Barra da Tijuca,2022
12/26/2022 10:21:45,10 - Excelente!,Atendimento excelente.,Campinas,2022
12/26/2022 10:22:40,9 - Ótimo,Está ótimo ,Tijuca,2022
12/26/2022 10:24:03,9 - Ótimo,,Paulista,2022
12/26/2022 10:24:04,10 - Excelente!,Atendimento sempre excelente na loja do Shopping Downtown ,Barra da Tijuca,2022
12/26/2022 10:26:54,10 - Excelente!,Depilação a laser ,Lapa,2022
12/26/2022 10:28:13,8 - Bom,Não ,Ipiranga,2022
12/26/2022 10:31:03,10 - Excelente!,"realizei a limpeza com a esteticista Letícia. Um amor de profissional, explicou passo a passo e super atenciosa.",Tatuapé,2022
12/26/2022 10:31:17,10 - Excelente!,Poderiam ter mais horários de atendimento ,Campinas,2022
12/26/2022 10:40:15,9 - Ótimo,Melhorar o tempo de espera na recepção. ,Tatuapé,2022
12/26/2022 10:42:26,9 - Ótimo,,Paulista,2022
12/26/2022 10:50:17,10 - Excelente!,,Lapa,2022
12/26/2022 10:53:44,8 - Bom,o atendimento deveria seguir o horário agendado. sempre ocorrem atrasos ,Paulista,2022
12/26/2022 10:56:35,10 - Excelente!,"Comprei um pacote de 5 sessões, e já realizei duas. Porém nestas duas sessões realizadas tive problemas.

Na primeira sessão, o equipamento de vapor para a limpeza de pele estava funcionando mal, então não foi o suficiente para os cravos ficarem mais fáceis de serem extraídos. A limpeza foi muito dolorida por este motivo e não foi o suficiente para tirar os cravos.

Na segunda sessão, este mesmo equipamento de vapor apresentou novamente mau funcionamento; desta vez ele não jogou apenas o vapor no rosto, mas jogou água fervendo, o que causou uma pequena queimadura no nariz.

O atendimento que recebo na unidade sempre é espetacular. De todos. Da recepção até a esteticista. Todas trabalham de maneira exemplar. Porém este equipamento de vapor deixa MUITOOOO a desejar.",Tucuruvi,2022
12/26/2022 11:01:56,9 - Ótimo,,Paulista,2022
12/26/2022 11:02:24,10 - Excelente!,,Belo Horizonte,2022
12/26/2022 11:14:20,9 - Ótimo,Está e a segunda vez q vou aí.,Tijuca,2022
12/26/2022 11:19:10,8 - Bom,Demora no atendimento ,Barra da Tijuca,2022
12/26/2022 11:21:37,10 - Excelente!,,Tucuruvi,2022
12/26/2022 11:21:58,10 - Excelente!,Anne super atenciosa. ,Santos,2022
12/26/2022 11:33:01,10 - Excelente!,,Belo Horizonte,2022
12/26/2022 11:34:11,10 - Excelente!,,Belo Horizonte,2022
12/26/2022 11:38:23,9 - Ótimo,,Ribeirão Preto,2022
12/26/2022 11:42:55,10 - Excelente!,,Copacabana,2022
12/26/2022 11:50:42,9 - Ótimo,,Tatuapé,2022
12/26/2022 11:58:21,10 - Excelente!,,Paulista,2022
12/26/2022 12:07:32,9 - Ótimo,Não ,Santos,2022
12/26/2022 12:07:52,8 - Bom,,Ipiranga,2022
12/26/2022 12:16:52,8 - Bom,,Ribeirão Preto,2022
12/26/2022 12:17:06,7 - Regular,A doutora em se é ótima.  Mas as informações na recepção é muito vaga de informações sobre os procedimentos ,Santo Amaro,2022
12/26/2022 12:19:15,10 - Excelente!,Esthefani ótima biometica. Excelente profissional.  ,Tucuruvi,2022
12/26/2022 12:24:12,10 - Excelente!,Não ,Londrina,2022
12/26/2022 12:30:06,10 - Excelente!,Não. ,Lapa,2022
12/26/2022 12:36:30,9 - Ótimo,,Tatuapé,2022
12/26/2022 12:56:22,10 - Excelente!,Séria ótimo nas regiões de Barueri e Itapevi uma franquia.,Lapa,2022
12/26/2022 12:56:48,10 - Excelente!,,Tijuca,2022
12/26/2022 12:57:35,10 - Excelente!,Manter as máquinas de remoção de tatuagem sempre em funcionamento.,Moema,2022
12/26/2022 13:00:54,10 - Excelente!,"Fui muito bem atendida. As meninas, da unidade aqui de Sorocaba, passam um tratamento tão humanizado q me sinto em casa. 
",Sorocaba,2022
12/26/2022 13:02:39,9 - Ótimo,,Campinas,2022
12/26/2022 13:09:41,10 - Excelente!,"Conheci a pro-,corpo pelo Instagram  , simplesmente amei ,cada sessão , estou fazendo  drenagem com Lorena,uma pessoa maravilhosa e  atenciosa.Karina ,sempre a disposição para qualquer dúvida, adoro a pro'-corpo.",Ribeirão Preto,2022
12/26/2022 13:09:42,10 - Excelente!,Não ,Santos,2022
12/26/2022 13:10:36,10 - Excelente!,Não ,Santos,2022
12/26/2022 13:13:21,10 - Excelente!,,Tijuca,2022
12/26/2022 13:59:50,6 - Médio,"Melhorar a extração de cravos e espinhas
 Pois deixou minha pele machucada.",Belo Horizonte,2022
12/26/2022 14:03:41,10 - Excelente!,,Belo Horizonte,2022
12/26/2022 14:30:45,7 - Regular,Os profissionais tem que ficar mais atentos aos pedidos e solicitações dos clientes como orçamentos e horário de atendimento.,Belo Horizonte,2022
12/26/2022 14:32:52,10 - Excelente!,,Ipiranga,2022
12/26/2022 14:53:19,10 - Excelente!,,Copacabana,2022
12/26/2022 15:23:28,2 - Muito ruim,"Insatisfação no atendimento, não  gostei",Tijuca,2022
12/26/2022 16:07:03,10 - Excelente!,"Nada a mencionar, só que o atendimento foi maravilhoso, desde a recepção até o procedimento final, muito atenciosos!!",Paulista,2022
12/26/2022 16:36:00,9 - Ótimo,,Londrina,2022
12/26/2022 16:53:15,9 - Ótimo,Falta só um cafezinho rs,Sorocaba,2022
12/26/2022 16:58:41,10 - Excelente!,,Copacabana,2022
12/26/2022 17:27:23,10 - Excelente!,Eu saio de Itatiba para Moema por que amo todas.,Moema,2022
12/26/2022 17:44:50,10 - Excelente!,,Moema,2022
12/26/2022 17:48:15,9 - Ótimo,"Faço drenagem por recomendação médica do meu vascular e sempre solicito drenagem completa como sempre fiz em outros locais nas mãos e nos pés, só que a July dessa unidade me disse que não é protocolo fazer nas mãos e  pés, como assim?? Exijo drenagem completa pois quando fechei o pacote perguntei para a vendedora Clara e ela me confirmou que sim.
Gostaria de solução!!",Lapa,2022
12/26/2022 17:53:07,10 - Excelente!,"Não, acho ótimo o atendimento. ",Moema,2022
12/26/2022 17:58:40,10 - Excelente!,,Moema,2022
12/26/2022 18:03:24,10 - Excelente!,,Moema,2022
12/26/2022 18:07:49,10 - Excelente!,,Ribeirão Preto,2022
12/26/2022 18:14:04,10 - Excelente!,,Tijuca,2022
12/26/2022 19:00:03,10 - Excelente!,,Moema,2022
12/26/2022 23:34:41,7 - Regular,"A limpeza de pele é muito simples.. (fraca) a minha limpeza de pele em casa e mais eficaz.. Na aplicação do Co2 eu esperei quase duas horas..
",Tijuca,2022
12/27/2022 10:00:09,10 - Excelente!,,Moema,2022
12/27/2022 10:45:19,1 - Péssimo!,"A empresa não presta o serviço que se propõe. Apenas uma maquina de rádio, agendamento desorganizado. Na hora de vender diz que precisa ser semanal, agora faz três semanas que não consigo realizar uma sessão. Estou desconte e não farei mais nenhum procedimento aqui. Nenhuma compensação foi oferecida pelos transtornos. ",Copacabana,2022
12/27/2022 17:58:19,9 - Ótimo,,Tijuca,2022
12/28/2022 11:07:05,10 - Excelente!,Tudo excelente ,Tatuapé,2022
12/28/2022 12:46:06,10 - Excelente!,,Londrina,2022
12/28/2022 16:17:59,3 - Ruim,Meu botox não ficou bom. Não tirou as rugas dos cantos dos olhos,Tijuca,2022
12/29/2022 14:23:38,7 - Regular,"Acho que a profissional que aplicou o botox em mim acabou não usando a quantidade correta, eu faço em outra clínica e eu aplicado ao menos umas 18 áreas",Paulista,2022
12/29/2022 17:13:21,5 - Abaixo do esperado,,Sorocaba,2022
12/29/2022 19:08:40,10 - Excelente!,Esteticista Carol sempre me atende muito bem,Moema,2022
12/29/2022 21:03:57,10 - Excelente!,,Ribeirão Preto,2022
12/30/2022 7:04:35,10 - Excelente!,,Tijuca,2022
01/2/2023 10:41:12,9 - Ótimo,Não ,Sorocaba,2023
01/2/2023 11:30:34,10 - Excelente!,,Tatuapé,2023
01/2/2023 11:31:30,9 - Ótimo,Nao,Paulista,2023
01/2/2023 11:32:04,10 - Excelente!,Tudo perfeito ,Tucuruvi,2023
01/2/2023 11:32:29,8 - Bom,,Sorocaba,2023
01/2/2023 11:32:31,10 - Excelente!,Nenhuma ,Sorocaba,2023
01/2/2023 11:32:52,10 - Excelente!,,Campinas,2023
01/2/2023 11:32:53,9 - Ótimo,Não ,Santo Amaro,2023
01/2/2023 11:33:15,10 - Excelente!,,Tatuapé,2023
01/2/2023 11:33:21,9 - Ótimo,,Ipiranga,2023
01/2/2023 11:33:30,10 - Excelente!,,Campinas,2023
01/2/2023 11:34:43,9 - Ótimo,,Tatuapé,2023
01/2/2023 11:34:47,9 - Ótimo,,Copacabana,2023
01/2/2023 11:35:10,8 - Bom,"Não percebi muita mudança na primeira consulta, aguardar o retorno pra ver se melhora o resultado, pois esperava maior resultado final. ",Londrina,2023
01/2/2023 11:35:31,10 - Excelente!,Parabens,Paulista,2023
01/2/2023 11:36:08,8 - Bom,,Paulista,2023
01/2/2023 11:37:06,10 - Excelente!,O Botox não está funcionando ,Paulista,2023
01/2/2023 11:37:10,9 - Ótimo,Não ,Ipiranga,2023
01/2/2023 11:37:36,10 - Excelente!,Não ,Paulista,2023
01/2/2023 11:37:50,10 - Excelente!,No meu ponto de vista o atendimento é ótimo. Não tenho que reclamar.,Santos,2023
01/2/2023 11:38:09,5 - Abaixo do esperado,,Santo Amaro,2023
01/2/2023 11:38:19,9 - Ótimo,"Gostaria que vocês pudessem falar a verdade para os pacientes ..fui aí com uma pochete na barriga por conta da gravidez,gastei meu dinheiro todo e não tive resultado desejado foram 2000 reais jogados fora ..com a secção carbox doloridas e de vez enquando até ematoma ficava e no final minha barriga continuou a mesma ",Tatuapé,2023
01/2/2023 11:38:36,10 - Excelente!,Sem mais.,Lapa,2023
01/2/2023 11:38:44,2 - Muito ruim,,Copacabana,2023
01/2/2023 11:39:03,10 - Excelente!,Super indico é bom atendimento ,Tatuapé,2023
01/2/2023 11:39:22,10 - Excelente!,,Paulista,2023
01/2/2023 11:39:38,10 - Excelente!,Gostaria que o peeling fosse mais barato.,Belo Horizonte,2023
01/2/2023 11:40:13,9 - Ótimo,"minha única critica é ao tempo de espera, sempre batem na tecla do horário de chegada da cliente que não pode atrasar, porem a cliente pode ficar mofando lá por mais de 20, 40 minutos... seria bom rever isso.",Tijuca,2023
01/2/2023 11:40:31,10 - Excelente!,Uns pacotes com preços mais acessíveis 🥰,Tucuruvi,2023
01/2/2023 11:40:31,8 - Bom,"A limpeza de pele poderia ser por sucção..apertando as espinhas não acho bom..pois desde cedo aprendi, não apertar as espinhas..pq machuca a pele.",Tucuruvi,2023
01/2/2023 11:40:49,1 - Péssimo!,"Eu fiquei esperando 45 minutos para realizar um procedimento que durou cerca de 10 minutos. As atendentes da recepção venderam um plano para uma cliente que chegou na hora e ""encaixaram"" ela na minha frente. Na verdade consideraram que o meu tempo vale menos que o delas, passando outra pessoa na minha frente, sendo que eu tinha horário agendado. A experiência foi a pior possível. Inaceitável.",Paulista,2023
